municao_id,categoria_id,Nível,titulo,afirmacao_veneno,pergunta_bisturi,refutacao_ponto1,refutacao_ponto2,refutacao_ponto3,Arsenal_de_Apoio (Obras e Autores),Aprenda mais,Capítulo,keywords,pontos_base,Variacoes_Semanticas,GEMINI,GEMINI,,
A11,Batalha_na_aula,2. Secundário (2º),Onde está a causa da filosofia?,"A passagem do pensamento mítico para o racional pode ser concebida como uma nova cosmologia, uma tentativa de explicar a natureza sob outras bases, mais racionais.","Professor, mas essa 'nova cosmologia' dos pré-socráticos, que buscava um único princípio (a arché) para toda a realidade, não era em si uma busca profundamente religiosa e metafísica por uma ordem divina no cosmos, em vez de uma simples rejeição do sagrado?","Os pré-socráticos não eram materialistas modernos. Ao buscar a arché (água, ar, fogo), eles buscavam o princípio divino e eterno que ordena o universo. Era uma racionalização do sagrado, não sua eliminação. Tales, ao dizer que ""tudo está cheio de deuses"", não estava sendo irracional.","O que marca o nascimento da filosofia não é a rejeição da divindade, mas a rejeição das narrativas contraditórias e antropomórficas dos poetas (Homero, Hesíodo). A busca era por uma compreensão mais pura e lógica do Divino.","Essa visão de ""ruptura"" entre mito e logos é uma simplificação. Autores como Werner Jaeger mostram a continuidade. A filosofia é a evolução da teologia mítica para uma teologia filosófica.","1. Werner Jaeger, ""Paideia: A Formação do Homem Grego""<br>2. Giovanni Reale, ""História da Filosofia Antiga, Vol. 1""",,,"acima, aleatório, algo, alma, antiga, antiguidade, aponta, arte, artista, autoexpressão, banal, barulho, bela, beleza, belo, bem, capturar, catedrais, catedral, clássica, complexa, conectar, criadas, desde, deus, diante, divino, educa, elevar, esteve, existem, expressão, gosto, grande, gregos, góticas, harmonia, harmoniosa, honrar, humanidade, janela, ligada, maior, maiores, mozart, música, objetivamente, objetivos, obras, olhar, ordem, ouço, padrões, pirâmides, questão, realidade, reconhecer, sagrado, sempre, sentimento, sinfonia, sinto, sobre, talvez, templos, tentativa, transcendência, vejo, verdade, verdadeiro",30,"Origem da filosofia, Mito vs logos, Filosofia é contra a religião?, Pré-socráticos eram ateus?, Busca pela arché",,,,
A110,Batalha_na_aula,0. Primário,A Arte é só para expressar sentimentos?,A arte pode ser definida como uma forma de linguagem por meio da qual os seres humanos expressam sentimentos e ideais.,"Professor(a), mas quando eu vejo uma catedral antiga ou ouço uma música clássica, não sinto apenas o 'sentimento' do artista. Eu sinto que estou diante de algo Belo e Verdadeiro, que aponta para algo maior, talvez até para Deus. A arte não pode ser uma janela para a transcendência?","A grande arte não é apenas sobre a autoexpressão do artista; é sobre a expressão da Verdade, da Beleza e do Bem. É uma tentativa de capturar a ordem e a harmonia da realidade e de nos elevar acima do banal.","A beleza não é só uma questão de ""gosto"". Existem padrões objetivos. Uma sinfonia de Mozart é objetivamente mais complexa, harmoniosa e bela do que um barulho aleatório. A grande arte nos educa o olhar e a alma para reconhecer esses padrões.","Desde a antiguidade, a arte sempre esteve ligada ao sagrado. As pirâmides, os templos gregos, as catedrais góticas – as maiores obras de arte da humanidade foram criadas para honrar a Deus e para nos conectar com o divino.","1. Roger Scruton, ""Beleza""<br2. Papa São João Paulo II, ""Carta aos Artistas""",,,"antigas, através, base, burguesia, busca, capitalismo, civilização, clã, coerção, coletivistas, coletivo, complexa, conexão, conquista, cooperam, cristã, desconhecidos, dignidade, direitos, enriquecimento, filosofia, grecoromana, grega, história, ideia, indivíduo, indivíduos, instrumento, invenção, inverte, judaicocristã, justamente, libertou, livre, lucro, maior, marxismo, membro, mentalidade, milhões, nascida, noção, ocidental, oferecendo, pacificamente, parte, permite, pessoa, pessoas, possível, preços, privado, produtos, puro, querem, reorganiza, responsável, rompe, serviço, serviços, sistema, sociedade, sociedades, teologia, texto, tribais, tribal, troca, valor, verdade, voluntária, único",10,"Arte é só sentimento?, A beleza é objetiva?, Qual a função da arte?, Arte e transcendência, Arte sacra",,,,
A111,Batalha_na_aula,1. Secundário (1º),O Indivíduo é um produto da Sociedade?,No capitalismo (...) a conexão indivíduo e sociedade é rompida. (...) A sociedade se reduz a instrumento para o enriquecimento privado dos burgueses.,"Professor, mas a ideia de 'indivíduo' com direitos e dignidade não seria justamente a maior conquista da Civilização Ocidental, nascida da filosofia grega e da teologia cristã, que nos libertou da mentalidade tribal onde a pessoa era apenas parte de um coletivo?","O texto inverte a história. As sociedades antigas e tribais eram coletivistas. O indivíduo não tinha valor em si mesmo, apenas como membro do clã. A noção de pessoa (um ser único, livre e responsável) é uma ""invenção"" judaico-cristã e greco-romana.","O capitalismo não ""rompe"" a conexão com a sociedade; ele a reorganiza com base na troca voluntária, não na coerção tribal. Ele permite uma sociedade complexa onde milhões de indivíduos desconhecidos cooperam pacificamente através do sistema de preços.","A ideia de que a sociedade é um instrumento para a ""burguesia"" é marxismo puro. Na verdade, em uma sociedade livre, a busca pelo ""enriquecimento privado"" (lucro) só é possível através do serviço aos outros (oferecendo produtos e serviços que as pessoas querem).","1. Larry Siedentop, ""Inventando o Indivíduo""<br2. F. A. Hayek, ""O Uso do Conhecimento na Sociedade""",,,"abrir, abundante, acessível, alcance, antes, automóvel, beleza, bens, bilhões, capitalismo, capitalista, característica, castelos, cidadão, classe, comida, condicionado, conforto, conquista, construir, consumismo, consumista, consumistas, consumo, democratização, desde, desejo, econômico, elite, espiritual, existe, faraós, futuro, ganância, gasta, grande, história, hoje, humana, imperadores, incentiva, infinitamente, inimaginável, investimento, investir, luxo, massas, moral, mão, média, negócio, nobres, oposta, passado, pequena, pessoas, pirâmides, poucos, poupança, poupar, preciso, presente, privilégio, problema, qualquer, rainhas, reis, sistema, sociedades, status, supérfluos, séculos, tornará, tornou, tudo, universal, vaidade, verdade, viagens, virtude, vício",20,"O indivíduo é produto da sociedade?, Capitalismo destrói a comunidade?, Direitos individuais vs coletivo, Sociedade tribal",,,,
A112,Batalha_na_aula,1. Secundário (1º),O Consumismo é culpa do Capitalismo?,No capitalismo a cultura do consumo é indispensável para a geração de maior lucro (...) o consumo supérfluo que independe de qualquer necessidade.,"Professor, mas o desejo por bens 'supérfluos', status e beleza não é uma característica humana universal, presente em todas as sociedades da história, desde os faraós com suas pirâmides até os nobres com seus castelos? O capitalismo não apenas tornou acessível para as massas o que antes era privilégio de uma pequena elite?","O consumismo não é um problema econômico, é um problema moral e espiritual: o vício da ganância e da vaidade. Ele existe em qualquer sistema. Reis e imperadores do passado eram infinitamente mais ""consumistas"" do que qualquer cidadão de classe média hoje.","O capitalismo, na verdade, incentiva a virtude oposta: a poupança e o investimento. Para construir um negócio, é preciso abrir mão do consumo presente (poupar) para investir no futuro. O consumista que gasta tudo o que tem nunca se tornará um capitalista.","A grande conquista do capitalismo foi a democratização do conforto. O ar condicionado, o automóvel, as viagens, a comida abundante – tudo isso era luxo inimaginável para reis e rainhas há poucos séculos, e hoje está ao alcance de bilhões de pessoas.","1. Deirdre McCloskey, ""A Dignidade da Burguesia""<br2. Werner Sombart, ""Luxo e Capitalismo""",,,"adquirir, alcançar, amoral, aristóteles, bem, bemsucedido, bom, busca, cidade, cidadãos, clássica, comum, comunidade, contrário, criação, cristã, critério, cínica, defendida, definia, definição, eficiência, eudaimonia, exceto, filosofia, fim, florescer, governante, governo, julgar, justiça, lei, luta, manter, maquiavel, marca, meio, mera, natural, objetivo, padrão, platão, política, político, possam, ramo, redutora, rei, ruptura, texto, tirano, tradição, técnica, virtuosa, visão, ética",20,"A culpa do consumismo é do capitalismo?, Desejo por luxo, Pobreza e poupança, Democratização do consumo",,,,
A113,Batalha_na_aula,1. Secundário (1º),"Política é só a ""luta pelo poder""?","Podemos discutir a política como luta pelo poder: a conquista, a manutenção e a expansão do poder.","Professor, essa visão da política como mera 'luta pelo poder', defendida por Maquiavel, não seria uma visão cínica e redutora? A tradição clássica, de Platão e Aristóteles, não definia a política como a busca pelo 'Bem Comum' e pela 'justiça' na cidade?",A definição do texto é a de Maquiavel. É a visão da política como uma técnica amoral para adquirir e manter o poder. Essa visão marca a ruptura da política com a ética clássica e cristã.,"Para a filosofia clássica, a política é um ramo da ética. Seu objetivo não é o poder pelo poder, mas a criação de uma comunidade onde os cidadãos possam florescer e alcançar a vida virtuosa (eudaimonia). O poder é um meio para a justiça, não um fim em si mesmo.","Se a política é apenas luta pelo poder, então não há critério para julgar um governo, exceto sua eficiência em se manter no poder. Um tirano bem-sucedido seria um ""bom político"". A visão clássica, ao contrário, nos dá um padrão (a Justiça, a Lei Natural) para julgar se um governante é um rei ou um tirano.","1. Aristóteles, ""A Política""<br2. Santo Tomás de Aquino, ""O Governo dos Príncipes""",,,"afirmar, afirmação, alcançado, alternativa, argumento, aristocracia, através, baixo, base, capitalismo, castas, civilização, conquista, criticar, crítica, desde, desigualdade, destruindo, destruir, diferente, direitos, enquanto, estado, existam, fim, forma, fundamento, haja, igualdade, impedidos, inevitável, isonomia, jurídica, justamente, justiça, lei, liberdade, lógica, maior, mantém, marxista, mérito, nascimento, natural, nivelando, oportunidades, perante, perversão, pessoas, pobres, política, privilégios, problema, própria, quer, renda, resultados, ricos, sistema, substituir, sucesso, talento, tirania, tornarem, trata",20,"Política é só poder?, Maquiavel estava certo?, Política e moral, O que é o bem comum, Tirania vs bom governo",,,,
A114,Batalha_na_aula,1. Secundário (1º),"O Estado Burguês e a ""Igualdade""",O que torna o Estado burguês diferente (...) é que ele mantém e reproduz a desigualdade social afirmando a igualdade política e jurídica entre os indivíduos.,"Professor, mas a 'igualdade política e jurídica' (isonomia) não seria justamente a maior conquista da civilização, o fim dos privilégios de nascimento da aristocracia? A alternativa a isso não seria um sistema de castas, onde a lei trata as pessoas de forma diferente com base em quem elas são?","Essa afirmação é uma perversão da lógica. A igualdade perante a lei é o fundamento da justiça. Criticar o capitalismo por ""afirmar"" essa igualdade, enquanto ""mantém"" a desigualdade de resultados (que é natural e inevitável), é um argumento para destruir a própria justiça.","A desigualdade de resultados (renda, talento, sucesso) não é um problema em si, desde que haja igualdade de oportunidades e de direitos. O problema não é que existam ricos e pobres, mas se os pobres estão impedidos por lei de se tornarem ricos.","A crítica marxista quer substituir a igualdade de direitos pela igualdade de resultados, o que só pode ser alcançado através da tirania, com o Estado nivelando todos por baixo e destruindo a liberdade e o mérito.","1. F. A. Hayek, ""Os Fundamentos da Liberdade""<br2. Ortega y Gasset, ""A Rebelião das Massas""",,,"agenda, algo, alma, amor, aprisiona, arte, ato, bach, barbárie, beleza, buscam, capela, cego, classe, classes, comove, condição, conecta, consegue, deixa, deus, dominante, enxergar, escrita, eternas, existe, expressar, glória, grande, harmonia, humana, ideologia, ideológica, ideológico, intelectual, liberta, lugares, luta, mente, mero, michelangelo, morte, música, panfletagem, peça, podem, política, propaganda, qualquer, redenção, reduzidas, reduzir, ruim, shakespeare, sistema, sistina, sobre, sofrimento, submete, surdo, tocam, torna, transcende, transcendente, universal, verdadeira, verdades, visão, vínculo, época",20,"Igualdade perante a lei é uma farsa?, Desigualdade de resultados é ruim?, Igualdade de oportunidades, Crítica à isonomia",,,,
A115,Batalha_na_aula,1. Secundário (1º),"A Arte tem ""vínculos ideológicos""?","Mas a arte também expressa e possui vínculos ideológicos, não escapa ao jogo de interesses das classes dominantes, distorcendo e escondendo a realidade.","Professor, a arte de um Michelangelo na Capela Sistina, ou a música de um Bach, que buscam expressar a glória de Deus, podem ser reduzidas a um mero 'vínculo ideológico' da 'classe dominante'? Elas não tocam em algo universal na alma humana, que transcende qualquer classe ou época?","Reduzir a grande arte a ""ideologia"" é um ato de barbárie intelectual. É ser cego para a beleza e surdo para a harmonia. É uma visão que só consegue enxergar política e luta de classes em todos os lugares.","A grande arte é transcendente. Ela nos conecta com verdades eternas sobre a condição humana – amor, morte, sofrimento, redenção. É por isso que uma peça de Shakespeare, escrita há 400 anos, ainda nos comove hoje.","O que existe é a arte ideológica, que é a arte ruim, a panfletagem. A arte que se submete a uma agenda política deixa de ser arte e se torna propaganda. A verdadeira arte liberta; a arte ideológica aprisiona a mente em um sistema.","1. Roger Scruton, ""Beleza: Uma Investigação Filosófica""<br2. Wassily Kandinsky, ""Do Espiritual na Arte""",,,"abolida, algo, alimentos, anônimo, apropriação, arriscam, através, aumento, avanços, busca, capital, china, coletiva, cria, criar, cuba, cura, desaparecem, doenças, eficiência, empreendedores, enriquecimento, falsa, fica, fome, geração, história, incentivo, individual, indivíduos, inovação, interesse, justamente, legítima, liderada, liderança, livre, lucro, maiores, maoísta, melhoram, mercado, mostra, necessidades, novo, oferecer, oposição, pessoas, pobreza, possível, privada, privado, processo, produção, propriedade, prosperidade, pública, público, recompensa, reputação, resultado, rico, riqueza, satisfação, sistema, social, sociedade, tecnologias, texto, urss, valoriza, vieram",20,"Toda arte é política?, Arte como propaganda, Beleza vs ideologia, Arte transcendente, Realismo socialista",,,,
A116,Batalha_na_aula,2. Secundário (2º),Apropriação Privada vs. Interesse Público,A sociedade se reduz a instrumento para o enriquecimento privado dos burgueses. A geração social da riqueza e sua apropriação individual (...) se concretiza na ideia do individualismo.,"Professor, mas a história não mostra que os maiores avanços no 'interesse público' (cura de doenças, tecnologias que melhoram a vida, aumento da produção de alimentos) vieram justamente da busca pelo 'enriquecimento privado' em um sistema de livre mercado?","O texto cria uma falsa oposição. Em um sistema de livre mercado, a busca pelo lucro (enriquecimento privado) só é possível através da satisfação das necessidades de outras pessoas (interesse público). Você só fica rico se oferecer algo que a sociedade valoriza.","A ""geração social da riqueza"" não é um processo anônimo. Ela é liderada por indivíduos empreendedores que arriscam seu capital e sua reputação para criar algo novo. A ""apropriação individual"" (lucro) é a recompensa legítima por essa liderança.","Onde a ""apropriação individual"" foi abolida (URSS, China Maoísta, Cuba), o resultado não foi a prosperidade pública, mas a pobreza coletiva e a fome. Sem o incentivo da propriedade privada, a inovação e a eficiência desaparecem.","1. Milton Friedman, ""Livre para Escolher""<br2. Hernando de Soto, ""O Mistério do Capital""",,,"alinhem, anúncio, aplicaria, baixas, baseado, bemsucedidos, bom, classe, classes, comercial, componente, compra, comunista, contra, crítica, decisões, descrição, desejos, educála, eliminar, emocional, emoção, emoções, esquerda, felicidade, gramsci, hipócrita, humano, ideias, ideológica, inimigo, inveja, lênin, manipulação, marketing, medo, perfeitamente, perigosa, perspectiva, pobres, política, promessa, propaganda, publicidade, puramente, questão, racional, refrigerante, ressentimento, revolucionário, sangrenta, superficial, tentar, usa, utopia, vende, vender, verdadeiramente, vinda, virtude, ódio",30,"Lucro é roubo?, Propriedade privada beneficia a todos?, Interesse próprio vs interesse público, Riqueza coletiva",,,,
A117,Batalha_na_aula,2. Secundário (2º),A Propaganda e as Emoções,"Os apelos são sempre emocionais. (...) a propaganda é despertar emoções de prazer, alegria, felicidade ou de frustração, privação e sofrimento.","Professor, essa descrição da propaganda como manipulação emocional não se aplicaria perfeitamente à propaganda política e ideológica, que muitas vezes usa o medo, a inveja e o ressentimento para 'vender' suas ideias, muito mais do que a propaganda comercial?",A propaganda ideológica é muito mais perigosa que a comercial. Um anúncio de refrigerante pode tentar te vender uma felicidade superficial. Uma propaganda comunista te vende o ódio de classes e a promessa de uma utopia sangrenta.,"O ser humano não é um ser puramente racional. Todas as nossas decisões, inclusive as de compra, têm um componente emocional. A questão não é eliminar a emoção, mas educá-la para que nossos desejos se alinhem com o que é verdadeiramente bom para nós (a virtude).","A crítica à ""manipulação emocional"" da publicidade, vinda de uma perspectiva de esquerda, é hipócrita. Todo o marketing revolucionário, de Lênin a Gramsci, é baseado na manipulação das emoções mais baixas: a inveja dos mais pobres, o ressentimento contra os mais bem-sucedidos e o ódio contra um ""inimigo"" de classe.","1. Gustave Le Bon, ""Psicologia das Multidões""<br2. Jacques Ellul, ""Propaganda: A Formação da Atitude dos Homens""",,,"acesso, alta, amigos, antigas, assume, atraentes, bem, brasileiras, center, cidades, classes, consumo, conveniência, convívio, criminalidade, crítica, cumpre, deixaram, democráticos, demonizar, diferentes, elitista, encontrar, escolhas, espaço, espaços, especialmente, estado, falta, fracasso, funcionando, função, ignora, incapazes, lazer, limpos, mal, manipulados, milhões, nova, parques, passear, pergunta, pessoas, podem, poucos, praças, preconceituosa, problema, produtiva, prover, próprias, públicas, públicos, qualidade, quase, ruas, segurança, seguros, serviços, shopping, social, templo, tornou, urbana, urbanidade, visão, zumbis, ágora",30,"Propaganda política manipula?, Publicidade vs propaganda ideológica, Marketing revolucionário, Uso da inveja na política",,,,
A118,Batalha_na_aula,2. Secundário (2º),Shopping Center como Templo do Consumo,Os supermercados e os shoppings (...) representam o modo de vida urbano de uma sociedade centrada no consumo.,"Professor, mas o shopping center não é também um dos poucos espaços seguros, limpos e democráticos em muitas cidades brasileiras, onde pessoas de diferentes classes podem passear, encontrar amigos e ter acesso a serviços, funcionando quase como as antigas praças públicas?","Essa é uma visão elitista e preconceituosa. Ela assume que as pessoas que vão ao shopping são zumbis manipulados, incapazes de fazer suas próprias escolhas. Para milhões de pessoas, o shopping é um espaço de lazer, segurança e conveniência.","A crítica ao shopping como ""templo do consumo"" ignora a função social que ele cumpre, especialmente em cidades com alta criminalidade e falta de espaços públicos de qualidade. Ele se tornou, por bem ou por mal, a nova ágora da vida urbana.","Em vez de demonizar o shopping, a pergunta mais produtiva seria: por que as praças, parques e ruas deixaram de ser espaços seguros e atraentes para o convívio social? O problema não é o shopping, mas o fracasso do Estado em prover segurança e urbanidade.","1. Ray Oldenburg, ""The Great Good Place"" (sobre a importância dos 'terceiros lugares')<br2. Joel Kotkin, ""The City: A Global History""",,,"agentes, anjos, autointeressados, buchanan, burguês, burocratas, buscam, buscando, centralizado, classe, contribuição, crítica, dominante, elite, escola, escolha, especialmente, estado, exploradora, expõe, ferro, ficção, geral, governada, grande, história, ideia, instrumento, interesse, james, lei, liberal, marx, marxista, maximizar, michels, mostra, mostrar, mostrou, nomenklatura, nova, oligarquia, organização, orçamento, partido, pequena, políticos, povo, prestígio, propõe, próprio, pública, qualquer, representa, robert, seletiva, sempre, sistema, socialista, solução, tipo, tirânica, torna, total, vale, verdadeira, viés",30,"Shopping é o templo do consumo?, Crítica ao shopping center, Espaços públicos seguros, Vida urbana moderna",,,,
A119,Batalha_na_aula,2. Secundário (2º),"O Estado como Representante do ""Interesse Geral""","Na concepção Marxista, o Estado e a burocracia não representariam, de fato, o 'interesse geral'. O Estado seria um instrumento das classes (...) dominantes.","Professor, essa crítica marxista ao Estado 'burguês' não seria verdadeira para TODO tipo de Estado, inclusive o Estado socialista? A história não mostrou que o Estado socialista se torna o instrumento de uma nova classe dominante, a 'Nomenklatura' do partido, que é muito mais tirânica e exploradora?","A crítica de Marx é seletiva. Ele expõe o viés do Estado liberal, mas propõe como solução um Estado com poder total, o Estado socialista.","A ""Lei de Ferro da Oligarquia"" de Robert Michels mostra que toda organização, especialmente um Estado centralizado, será sempre governada por uma pequena elite. A ideia de um Estado que representa o ""povo"" é uma ficção.","A grande contribuição da Escola da Escolha Pública (James Buchanan) foi mostrar que os políticos e burocratas não são anjos buscando o ""interesse geral"". Eles são agentes autointeressados que buscam maximizar seu próprio poder, orçamento e prestígio. Isso vale para qualquer sistema.","1. Milovan Djilas, ""A Nova Classe: Uma Análise do Sistema Comunista""<br2. James M. Buchanan & Gordon Tullock, ""O Cálculo do Consenso""",,,"acha, acredita, acreditava, admitisse, aprender, arrogância, atestado, atitude, ato, bem, busca, ceticismo, cinismo, começar, condição, conhecida, conhecimento, crítica, cínico, definilos, definição, destrói, dificuldade, essência, existência, falsa, filosófica, firmemente, frase, humildade, ignorância, incansável, intelectual, justiça, material, mente, nada, parte, partida, pensa, perfeitamente, ponto, positiva, purificação, sabe, sabedoria, saber, segunda, sim, subestima, sócrates, torna, tudo, verdade, verdadeira",30,"O Estado serve a quem?, Crítica marxista do Estado, O Estado socialista também tem uma elite?, Nomenklatura, Escola da escolha pública",,,,
A12,Batalha_na_aula,2. Secundário (2º),"O que é a ""atitude crítica""?","A atitude filosófica é a atitude crítica, que começa dizendo 'não' ao estabelecido, pois a primeira verdade socrática é 'sei que nada sei'.","Professor, mas a frase de Sócrates não é um atestado de ignorância, mas o ponto de partida da verdadeira busca pelo conhecimento? Não é um 'não' ao saber, mas um 'não' à falsa sabedoria, à arrogância de quem pensa que sabe?","A frase de Sócrates é um ato de humildade intelectual, não de ceticismo. É a condição para começar a aprender. Quem acha que já sabe tudo não pode aprender nada. Não é uma crítica pela crítica, é uma purificação da mente.","A segunda parte da atitude filosófica, que o material subestima, é a positiva: a busca incansável pela definição, pela essência, pela Verdade que pode, sim, ser conhecida, ainda que com dificuldade.","A ""atitude crítica"" sem a busca pela verdade se torna cinismo. O cínico apenas destrói, ele não acredita em nada. Sócrates acreditava firmemente na existência da Justiça e do Bem, mesmo que admitisse a dificuldade de defini-los perfeitamente.","1. Platão, ""Apologia de Sócrates""<br>2. Romano Guardini, ""A Morte de Sócrates""",,,"alma, amor, arte, artística, beleza, busca, celebrar, comida, comunismo, conectar, crítica, denunciam, denunciar, denúncia, deus, divina, doutrina, dão, dúvida, elevam, empobrecêla, explorar, expressar, ferramenta, forma, função, funções, glória, harmonia, humana, imenso, importante, injustiça, limitar, michelangelo, mistério, mozart, múltiplas, nada, obras, oficial, ordem, panfleto, perfeição, pietà, política, político, portinari, pura, qualquer, realismo, reduzir, remédio, retirantes, réquiem, social, socialista, submissão, transcendente, transformador, valor, vislumbre, visão, única",30,"Sócrates era cético?, O que significa ""sei que nada sei""?, Humildade intelectual, Atitude crítica vs cinismo, Busca pela verdade",,,,
